From SkillID,To SkillID,Count
Skill_1,Skill_3,12
Skill_2,Skill_3,11
Skill_2,Skill_25,10
Skill_3,Skill_1,12
Skill_3,Skill_2,11
Skill_3,Skill_25,14
Skill_3,Skill_56,12
Skill_4,Skill_6,18
Skill_4,Skill_261,175
Skill_4,Skill_111,74
Skill_4,Skill_85,47
Skill_4,Skill_205,15
Skill_4,Skill_90,12
Skill_4,Skill_51,10
Skill_4,Skill_49,25
Skill_4,Skill_189,11
Skill_4,Skill_94,14
Skill_4,Skill_19,38
Skill_4,Skill_263,17
Skill_4,Skill_35,11
Skill_4,Skill_65,19
Skill_4,Skill_280,15
Skill_4,Skill_34,34
Skill_4,Skill_62,10
Skill_4,Skill_37,10
Skill_4,Skill_190,17
Skill_4,Skill_211,11
Skill_6,Skill_4,18
Skill_6,Skill_25,10
Skill_6,Skill_37,64
Skill_6,Skill_51,231
Skill_6,Skill_53,49
Skill_6,Skill_64,120
Skill_6,Skill_65,93
Skill_6,Skill_66,26
Skill_6,Skill_68,45
Skill_6,Skill_114,15
Skill_6,Skill_90,21
Skill_6,Skill_34,96
Skill_6,Skill_113,11
Skill_6,Skill_193,31
Skill_6,Skill_220,115
Skill_6,Skill_46,41
Skill_6,Skill_244,56
Skill_6,Skill_49,118
Skill_6,Skill_263,42
Skill_6,Skill_277,22
Skill_6,Skill_35,21
Skill_6,Skill_435,11
Skill_6,Skill_705,11
Skill_6,Skill_62,24
Skill_6,Skill_545,19
Skill_6,Skill_364,15
Skill_6,Skill_85,19
Skill_6,Skill_48,22
Skill_6,Skill_134,35
Skill_6,Skill_63,27
Skill_6,Skill_47,42
Skill_6,Skill_217,21
Skill_6,Skill_19,108
Skill_6,Skill_439,12
Skill_6,Skill_94,24
Skill_6,Skill_329,13
Skill_6,Skill_190,36
Skill_6,Skill_742,11
Skill_6,Skill_743,15
Skill_6,Skill_283,13
Skill_6,Skill_112,14
Skill_6,Skill_658,16
Skill_6,Skill_272,21
Skill_6,Skill_136,17
Skill_6,Skill_900,13
Skill_6,Skill_466,19
Skill_6,Skill_108,30
Skill_6,Skill_348,11
Skill_6,Skill_175,20
Skill_6,Skill_915,30
Skill_6,Skill_446,22
Skill_6,Skill_111,35
Skill_6,Skill_449,15
Skill_6,Skill_451,23
Skill_6,Skill_155,12
Skill_6,Skill_975,13
Skill_6,Skill_226,11
Skill_6,Skill_172,32
Skill_6,Skill_378,16
Skill_6,Skill_400,11
Skill_6,Skill_196,10
Skill_6,Skill_45,15
Skill_6,Skill_851,11
Skill_6,Skill_280,26
Skill_6,Skill_522,15
Skill_6,Skill_510,13
Skill_6,Skill_256,12
Skill_6,Skill_221,16
Skill_6,Skill_198,14
Skill_7,Skill_8,73
Skill_7,Skill_10,66
Skill_7,Skill_20,20
Skill_7,Skill_25,11
Skill_7,Skill_30,29
Skill_7,Skill_51,10
Skill_7,Skill_88,10
Skill_7,Skill_45,10
Skill_8,Skill_7,73
Skill_8,Skill_10,61
Skill_8,Skill_35,10
Skill_8,Skill_25,13
Skill_8,Skill_88,12
Skill_8,Skill_30,27
Skill_8,Skill_20,12
Skill_9,Skill_172,13
Skill_10,Skill_7,66
Skill_10,Skill_8,61
Skill_10,Skill_20,13
Skill_10,Skill_30,23
Skill_10,Skill_35,10
Skill_10,Skill_25,11
Skill_10,Skill_45,11
Skill_13,Skill_20,12
Skill_16,Skill_25,17
Skill_16,Skill_45,19
Skill_16,Skill_102,19
Skill_17,Skill_18,20
Skill_18,Skill_17,20
Skill_18,Skill_20,31
Skill_18,Skill_28,41
Skill_18,Skill_44,50
Skill_18,Skill_58,59
Skill_18,Skill_215,34
Skill_18,Skill_162,30
Skill_18,Skill_55,24
Skill_18,Skill_117,32
Skill_18,Skill_41,18
Skill_18,Skill_168,50
Skill_18,Skill_245,12
Skill_18,Skill_113,15
Skill_18,Skill_268,16
Skill_18,Skill_115,26
Skill_18,Skill_270,14
Skill_18,Skill_90,11
Skill_18,Skill_263,13
Skill_18,Skill_114,15
Skill_18,Skill_255,11
Skill_19,Skill_21,23
Skill_19,Skill_51,118
Skill_19,Skill_134,90
Skill_19,Skill_135,12
Skill_19,Skill_136,72
Skill_19,Skill_25,10
Skill_19,Skill_198,52
Skill_19,Skill_34,207
Skill_19,Skill_272,57
Skill_19,Skill_274,89
Skill_19,Skill_49,162
Skill_19,Skill_94,136
Skill_19,Skill_95,20
Skill_19,Skill_466,76
Skill_19,Skill_187,29
Skill_19,Skill_189,25
Skill_19,Skill_62,60
Skill_19,Skill_270,27
Skill_19,Skill_32,25
Skill_19,Skill_472,19
Skill_19,Skill_263,143
Skill_19,Skill_190,108
Skill_19,Skill_525,16
Skill_19,Skill_340,19
Skill_19,Skill_65,108
Skill_19,Skill_111,115
Skill_19,Skill_500,25
Skill_19,Skill_85,55
Skill_19,Skill_311,11
Skill_19,Skill_226,39
Skill_19,Skill_504,37
Skill_19,Skill_277,51
Skill_19,Skill_471,10
Skill_19,Skill_315,19
Skill_19,Skill_450,12
Skill_19,Skill_155,48
Skill_19,Skill_47,49
Skill_19,Skill_35,62
Skill_19,Skill_217,107
Skill_19,Skill_112,17
Skill_19,Skill_90,32
Skill_19,Skill_378,26
Skill_19,Skill_624,10
Skill_19,Skill_545,26
Skill_19,Skill_495,10
Skill_19,Skill_497,18
Skill_19,Skill_63,28
Skill_19,Skill_635,23
Skill_19,Skill_261,41
Skill_19,Skill_4,38
Skill_19,Skill_244,15
Skill_19,Skill_172,91
Skill_19,Skill_221,25
Skill_19,Skill_280,75
Skill_19,Skill_365,15
Skill_19,Skill_423,20
Skill_19,Skill_45,35
Skill_19,Skill_66,10
Skill_19,Skill_582,32
Skill_19,Skill_745,12
Skill_19,Skill_636,36
Skill_19,Skill_364,48
Skill_19,Skill_449,20
Skill_19,Skill_119,23
Skill_19,Skill_506,10
Skill_19,Skill_529,63
Skill_19,Skill_22,20
Skill_19,Skill_742,38
Skill_19,Skill_716,16
Skill_19,Skill_193,78
Skill_19,Skill_774,11
Skill_19,Skill_68,27
Skill_19,Skill_6,108
Skill_19,Skill_548,18
Skill_19,Skill_658,91
Skill_19,Skill_64,48
Skill_19,Skill_435,10
Skill_19,Skill_851,38
Skill_19,Skill_110,11
Skill_19,Skill_585,10
Skill_19,Skill_750,43
Skill_19,Skill_48,53
Skill_19,Skill_344,22
Skill_19,Skill_929,11
Skill_19,Skill_941,19
Skill_19,Skill_743,52
Skill_19,Skill_331,30
Skill_19,Skill_220,59
Skill_19,Skill_46,78
Skill_19,Skill_211,50
Skill_19,Skill_928,10
Skill_19,Skill_562,10
Skill_19,Skill_1031,11
Skill_19,Skill_356,30
Skill_19,Skill_236,15
Skill_19,Skill_100,15
Skill_19,Skill_175,66
Skill_19,Skill_37,20
Skill_19,Skill_405,25
Skill_19,Skill_829,12
Skill_19,Skill_830,12
Skill_19,Skill_707,15
Skill_19,Skill_174,27
Skill_19,Skill_108,54
Skill_19,Skill_482,49
Skill_19,Skill_747,12
Skill_19,Skill_975,57
Skill_19,Skill_224,18
Skill_19,Skill_225,18
Skill_19,Skill_522,22
Skill_19,Skill_854,17
Skill_19,Skill_1136,16
Skill_19,Skill_831,12
Skill_19,Skill_1180,16
Skill_19,Skill_1156,16
Skill_19,Skill_494,24
Skill_19,Skill_1459,14
Skill_19,Skill_205,48
Skill_19,Skill_183,10
Skill_19,Skill_196,34
Skill_19,Skill_677,10
Skill_19,Skill_434,24
Skill_19,Skill_1449,11
Skill_19,Skill_304,13
Skill_19,Skill_185,16
Skill_19,Skill_206,21
Skill_19,Skill_1490,22
Skill_19,Skill_314,10
Skill_19,Skill_200,12
Skill_19,Skill_569,10
Skill_19,Skill_1595,12
Skill_19,Skill_1596,19
Skill_19,Skill_1138,12
Skill_19,Skill_1379,11
Skill_19,Skill_138,13
Skill_19,Skill_439,34
Skill_19,Skill_53,24
Skill_19,Skill_329,10
Skill_19,Skill_348,11
Skill_19,Skill_915,12
Skill_19,Skill_900,21
Skill_19,Skill_2210,21
Skill_19,Skill_1163,24
Skill_19,Skill_1185,13
Skill_19,Skill_103,14
Skill_19,Skill_1152,16
Skill_19,Skill_1619,10
Skill_19,Skill_732,11
Skill_19,Skill_2438,32
Skill_19,Skill_558,24
Skill_19,Skill_157,10
