From Previous Course ID,To Current Course ID,Count
CSCI-B505,CSCI-B609,35
CSCI-B505,CSCI-P538,23
CSCI-B505,CSCI-Y798,77
CSCI-B505,CSCI-B561,72
CSCI-B505,CSCI-P573,8
CSCI-B505,DSCI-D591,47
CSCI-B505,CSCI-Y799,68
CSCI-B505,CSCI-B565,42
CSCI-B505,CSCI-P556,38
CSCI-B505,CSCI-B657,98
CSCI-B505,CSCI-B629,6
CSCI-B505,CSCI-B649,113
CSCI-B505,CSCI-B544,11
CSCI-B505,CSCI-B547,44
CSCI-B505,INFO-I524,7
CSCI-B505,STAT-S670,44
CSCI-B505,CSCI-P565,18
CSCI-B505,ILS-Z511,27
CSCI-B505,ILS-Z519,6
CSCI-B505,CSCI-B546,43
CSCI-B505,CSCI-P532,26
CSCI-B505,ENGR-E599,40
CSCI-B505,ILS-Z532,52
CSCI-B505,STAT-S640,6
CSCI-B505,STAT-S675,6
CSCI-B505,ENGR-E517,15
CSCI-B505,CSCI-B534,22
CSCI-B505,INFO-I529,7
CSCI-B505,ILS-Z516,5
CSCI-B505,CSCI-P632,23
CSCI-B505,CSCI-B673,5
CSCI-B505,STAT-S626,13
CSCI-B505,CSCI-B553,5
CSCI-B505,CSCI-B503,8
CSCI-B505,CSCI-B521,7
CSCI-B505,CSCI-P535,13
CSCI-B505,ENGR-E534,12
CSCI-B505,ENGR-E687,7
CSCI-B505,INFO-I523,11
CSCI-B505,ILS-Z636,8
CSCI-B505,STAT-S650,7
CSCI-B505,ENGR-E502,6
INFO-I526,DSCI-D590,39
INFO-I526,ENGR-E583,21
INFO-I526,STAT-S670,5
INFO-I526,CSCI-B505,24
INFO-I526,CSCI-B561,20
INFO-I526,CSCI-B659,11
INFO-I526,ILS-Z534,23
INFO-I526,INFO-I606,24
INFO-I526,ENGR-E533,52
INFO-I526,STAT-S681,28
INFO-I526,INFO-I535,25
INFO-I526,ENGR-E516,21
INFO-I526,DSCI-D699,20
