From SkillID,To SkillID,Count
Skill_6,Skill_216,4
Skill_6,Skill_466,19
Skill_6,Skill_1119,5
Skill_6,Skill_745,7
Skill_6,Skill_108,30
Skill_6,Skill_1147,3
Skill_6,Skill_348,11
Skill_6,Skill_732,4
Skill_6,Skill_175,20
Skill_6,Skill_504,9
Skill_6,Skill_974,3
Skill_6,Skill_18,6
Skill_6,Skill_915,30
Skill_6,Skill_446,22
Skill_6,Skill_138,8
Skill_6,Skill_110,5
Skill_6,Skill_261,7
Skill_6,Skill_111,35
Skill_6,Skill_449,15
Skill_6,Skill_451,23
Skill_6,Skill_189,6
Skill_6,Skill_32,7
Skill_6,Skill_155,12
Skill_6,Skill_484,8
Skill_6,Skill_1114,5
Skill_6,Skill_975,13
Skill_6,Skill_226,11
Skill_6,Skill_365,4
Skill_6,Skill_1459,4
Skill_6,Skill_209,9
Skill_6,Skill_172,32
Skill_6,Skill_1185,3
Skill_6,Skill_1705,4
Skill_6,Skill_183,4
Skill_6,Skill_225,6
Skill_6,Skill_347,6
Skill_6,Skill_270,3
Skill_6,Skill_1476,5
Skill_6,Skill_378,16
Skill_6,Skill_1760,3
Skill_6,Skill_476,6
Skill_6,Skill_400,11
Skill_6,Skill_196,10
Skill_6,Skill_561,5
Skill_6,Skill_2210,8
Skill_6,Skill_2228,4
Skill_6,Skill_187,3
Skill_6,Skill_796,3
Skill_6,Skill_45,15
Skill_6,Skill_2246,3
Skill_6,Skill_1619,4
Skill_6,Skill_851,11
Skill_6,Skill_871,3
Skill_6,Skill_1201,3
Skill_6,Skill_1032,3
Skill_6,Skill_100,7
Skill_6,Skill_558,9
Skill_6,Skill_185,5
Skill_6,Skill_1136,4
Skill_6,Skill_305,4
Skill_6,Skill_211,8
Skill_6,Skill_286,4
Skill_6,Skill_389,5
Skill_6,Skill_1868,3
Skill_6,Skill_9,5
Skill_6,Skill_264,3
Skill_6,Skill_57,3
Skill_6,Skill_40,4
Skill_6,Skill_2578,3
Skill_6,Skill_56,6
Skill_6,Skill_1326,4
Skill_6,Skill_487,3
Skill_6,Skill_280,26
Skill_6,Skill_346,7
Skill_6,Skill_328,3
Skill_6,Skill_747,3
Skill_6,Skill_304,6
Skill_6,Skill_522,15
Skill_6,Skill_1097,3
Skill_6,Skill_489,5
Skill_6,Skill_510,13
Skill_6,Skill_167,3
Skill_6,Skill_2968,3
Skill_6,Skill_256,12
Skill_6,Skill_478,3
Skill_6,Skill_560,3
Skill_6,Skill_1419,3
Skill_6,Skill_738,3
Skill_6,Skill_966,5
Skill_6,Skill_472,7
Skill_6,Skill_2956,4
Skill_6,Skill_685,3
Skill_6,Skill_539,3
Skill_6,Skill_271,5
Skill_6,Skill_3103,3
Skill_6,Skill_260,3
Skill_6,Skill_221,16
Skill_6,Skill_1155,6
Skill_6,Skill_1060,7
Skill_6,Skill_198,14
Skill_6,Skill_626,4
Skill_6,Skill_1069,5
Skill_6,Skill_714,6
Skill_6,Skill_405,6
Skill_6,Skill_336,4
Skill_6,Skill_379,3
Skill_6,Skill_1202,3
Skill_6,Skill_1387,4
Skill_6,Skill_850,5
Skill_6,Skill_624,4
Skill_6,Skill_1156,6
Skill_6,Skill_1138,5
Skill_6,Skill_174,3
Skill_6,Skill_854,3
Skill_6,Skill_544,6
Skill_6,Skill_327,4
Skill_6,Skill_431,3
Skill_6,Skill_206,4
Skill_6,Skill_736,4
Skill_6,Skill_582,6
Skill_6,Skill_213,3
Skill_6,Skill_2940,3
Skill_6,Skill_1240,3
Skill_6,Skill_494,6
Skill_6,Skill_3201,4
Skill_6,Skill_482,5
Skill_6,Skill_467,4
Skill_6,Skill_1152,4
Skill_6,Skill_1516,6
Skill_6,Skill_2260,3
Skill_6,Skill_4007,3
Skill_6,Skill_570,3
Skill_6,Skill_2298,3
Skill_6,Skill_723,3
Skill_6,Skill_1232,3
Skill_6,Skill_681,3
Skill_6,Skill_3842,5
Skill_6,Skill_636,7
Skill_6,Skill_135,6
Skill_6,Skill_21,6
Skill_6,Skill_58,3
Skill_6,Skill_4541,3
Skill_6,Skill_525,3
Skill_6,Skill_531,3
Skill_6,Skill_72,3
Skill_6,Skill_22,3
Skill_6,Skill_3328,3
Skill_6,Skill_255,3
Skill_6,Skill_1994,3
Skill_6,Skill_177,4
Skill_6,Skill_5565,3
Skill_6,Skill_1021,3
Skill_6,Skill_194,5
Skill_6,Skill_650,5
Skill_6,Skill_125,3
Skill_6,Skill_42,3
Skill_6,Skill_4129,3
Skill_7,Skill_8,73
Skill_7,Skill_9,6
Skill_7,Skill_10,66
Skill_7,Skill_11,3
Skill_7,Skill_12,6
Skill_7,Skill_19,3
Skill_7,Skill_20,20
Skill_7,Skill_25,11
Skill_7,Skill_6,8
Skill_7,Skill_30,29
Skill_7,Skill_13,4
Skill_7,Skill_14,5
Skill_7,Skill_35,9
Skill_7,Skill_87,3
Skill_7,Skill_16,4
Skill_7,Skill_51,10
Skill_7,Skill_1,4
Skill_7,Skill_3,5
Skill_7,Skill_56,8
Skill_7,Skill_91,3
Skill_7,Skill_92,6
Skill_7,Skill_88,10
Skill_7,Skill_45,10
Skill_7,Skill_108,4
Skill_7,Skill_59,4
Skill_7,Skill_67,3
Skill_7,Skill_68,3
Skill_7,Skill_136,5
Skill_7,Skill_140,3
Skill_7,Skill_114,6
Skill_7,Skill_138,4
Skill_7,Skill_65,4
Skill_7,Skill_34,6
Skill_7,Skill_246,4
Skill_7,Skill_27,4
Skill_7,Skill_98,4
Skill_7,Skill_243,3
Skill_7,Skill_84,3
Skill_7,Skill_124,3
Skill_7,Skill_161,3
Skill_7,Skill_58,3
Skill_7,Skill_120,4
Skill_8,Skill_7,73
Skill_8,Skill_9,4
Skill_8,Skill_10,61
Skill_8,Skill_11,3
Skill_8,Skill_12,5
Skill_8,Skill_1,5
Skill_8,Skill_2,4
Skill_8,Skill_3,6
Skill_8,Skill_6,7
Skill_8,Skill_13,5
Skill_8,Skill_14,7
Skill_8,Skill_35,10
Skill_8,Skill_67,4
Skill_8,Skill_56,8
Skill_8,Skill_25,13
Skill_8,Skill_88,12
Skill_8,Skill_91,3
Skill_8,Skill_92,4
Skill_8,Skill_45,9
Skill_8,Skill_30,27
Skill_8,Skill_20,12
Skill_8,Skill_114,6
Skill_8,Skill_51,4
Skill_8,Skill_5,3
Skill_8,Skill_120,6
Skill_8,Skill_59,5
Skill_8,Skill_49,3
Skill_8,Skill_136,5
Skill_8,Skill_140,3
Skill_8,Skill_102,4
Skill_8,Skill_19,5
Skill_8,Skill_27,3
Skill_8,Skill_101,3
Skill_8,Skill_84,4
Skill_8,Skill_243,3
Skill_8,Skill_246,4
Skill_8,Skill_161,3
Skill_8,Skill_58,4
Skill_8,Skill_18,3
Skill_8,Skill_57,3
Skill_8,Skill_55,3
Skill_9,Skill_7,6
Skill_9,Skill_8,4
Skill_9,Skill_10,3
Skill_9,Skill_11,6
Skill_9,Skill_2,3
Skill_9,Skill_16,4
Skill_9,Skill_18,6
Skill_9,Skill_56,9
Skill_9,Skill_58,4
Skill_9,Skill_13,6
Skill_9,Skill_51,8
Skill_9,Skill_19,6
Skill_9,Skill_20,6
Skill_9,Skill_84,3
Skill_9,Skill_35,8
Skill_9,Skill_14,3
Skill_9,Skill_111,3
Skill_9,Skill_90,3
Skill_9,Skill_34,4
Skill_9,Skill_172,13
Skill_9,Skill_54,5
Skill_9,Skill_6,5
Skill_9,Skill_2940,3
Skill_9,Skill_1175,3
Skill_9,Skill_280,3
Skill_9,Skill_211,4
Skill_9,Skill_168,3
Skill_9,Skill_44,3
Skill_10,Skill_7,66
Skill_10,Skill_8,61
Skill_10,Skill_9,3
Skill_10,Skill_11,4
Skill_10,Skill_12,6
Skill_10,Skill_19,4
Skill_10,Skill_20,13
Skill_10,Skill_30,23
Skill_10,Skill_13,7
Skill_10,Skill_14,5
Skill_10,Skill_35,10
Skill_10,Skill_34,5
Skill_10,Skill_67,3
Skill_10,Skill_68,3
Skill_10,Skill_6,5
Skill_10,Skill_51,6
Skill_10,Skill_16,4
Skill_10,Skill_1,5
Skill_10,Skill_3,6
Skill_10,Skill_56,7
Skill_10,Skill_2,3
Skill_10,Skill_25,11
Skill_10,Skill_91,3
Skill_10,Skill_88,8
Skill_10,Skill_45,11
Skill_10,Skill_108,3
Skill_10,Skill_5,3
Skill_10,Skill_120,4
Skill_10,Skill_59,5
Skill_10,Skill_64,3
Skill_10,Skill_114,6
Skill_10,Skill_138,4
Skill_10,Skill_246,3
Skill_11,Skill_7,3
Skill_11,Skill_8,3
Skill_11,Skill_9,6
Skill_11,Skill_10,4
Skill_11,Skill_2,4
Skill_11,Skill_16,3
Skill_11,Skill_17,3
Skill_11,Skill_18,3
Skill_11,Skill_20,4
Skill_11,Skill_35,3
Skill_11,Skill_56,6
Skill_11,Skill_25,5
Skill_11,Skill_51,3
Skill_11,Skill_13,4
Skill_11,Skill_59,4
Skill_11,Skill_113,4
Skill_11,Skill_114,4
Skill_11,Skill_124,3
Skill_11,Skill_84,7
Skill_12,Skill_7,6
Skill_12,Skill_8,5
Skill_12,Skill_10,6
Skill_12,Skill_3,4
Skill_12,Skill_13,4
Skill_12,Skill_5,4
Skill_12,Skill_25,5
Skill_12,Skill_56,7
Skill_12,Skill_20,4
Skill_12,Skill_30,4
Skill_12,Skill_45,3
Skill_12,Skill_102,4
Skill_13,Skill_14,4
Skill_13,Skill_5,3
Skill_13,Skill_12,4
Skill_13,Skill_16,6
Skill_13,Skill_25,7
Skill_13,Skill_6,3
Skill_13,Skill_7,4
Skill_13,Skill_8,5
Skill_13,Skill_10,7
Skill_13,Skill_9,6
Skill_13,Skill_51,5
Skill_13,Skill_19,7
Skill_13,Skill_20,12
Skill_13,Skill_56,7
Skill_13,Skill_59,4
Skill_13,Skill_149,3
Skill_13,Skill_114,9
Skill_13,Skill_84,3
Skill_13,Skill_90,3
Skill_13,Skill_11,4
Skill_13,Skill_168,6
Skill_13,Skill_162,5
Skill_13,Skill_57,6
Skill_13,Skill_102,7
Skill_13,Skill_45,8
Skill_13,Skill_35,5
Skill_13,Skill_44,4
Skill_13,Skill_113,3
Skill_13,Skill_302,3
Skill_13,Skill_34,5
Skill_14,Skill_3,8
Skill_14,Skill_13,4
Skill_14,Skill_5,8
Skill_14,Skill_22,4
Skill_14,Skill_20,8
Skill_14,Skill_7,5
Skill_14,Skill_8,7
Skill_14,Skill_10,5
Skill_14,Skill_6,4
Skill_14,Skill_67,5
Skill_14,Skill_56,4
Skill_14,Skill_25,6
Skill_14,Skill_1,3
Skill_14,Skill_30,7
Skill_14,Skill_158,3
Skill_14,Skill_29,5
Skill_14,Skill_9,3
Skill_15,Skill_45,6
Skill_15,Skill_136,3
Skill_15,Skill_221,4
Skill_15,Skill_47,3
Skill_16,Skill_2,6
Skill_16,Skill_17,3
Skill_16,Skill_18,3
Skill_16,Skill_9,4
Skill_16,Skill_11,3
Skill_16,Skill_37,4
Skill_16,Skill_13,6
Skill_16,Skill_25,17
Skill_16,Skill_7,4
Skill_16,Skill_51,4
Skill_16,Skill_10,4
Skill_16,Skill_49,3
Skill_16,Skill_45,19
Skill_16,Skill_102,19
Skill_16,Skill_176,7
Skill_16,Skill_99,3
Skill_16,Skill_190,3
Skill_16,Skill_136,3
Skill_16,Skill_56,3
Skill_16,Skill_57,3
Skill_16,Skill_167,3
Skill_16,Skill_169,4
Skill_16,Skill_138,3
Skill_16,Skill_34,4
Skill_16,Skill_40,3
Skill_16,Skill_120,5
Skill_16,Skill_6007,5
Skill_16,Skill_2454,3
Skill_16,Skill_5062,3
Skill_16,Skill_19,3
Skill_16,Skill_149,3
Skill_17,Skill_2,3
Skill_17,Skill_16,3
Skill_17,Skill_18,20
Skill_17,Skill_11,3
Skill_17,Skill_20,4
Skill_17,Skill_162,7
Skill_17,Skill_28,4
Skill_17,Skill_58,9
Skill_17,Skill_215,5
Skill_17,Skill_117,7
Skill_17,Skill_44,8
Skill_17,Skill_110,3
Skill_17,Skill_113,3
Skill_17,Skill_168,5
Skill_17,Skill_55,7
Skill_17,Skill_114,3
Skill_17,Skill_245,3
Skill_17,Skill_41,4
Skill_18,Skill_2,3
Skill_18,Skill_16,3
Skill_18,Skill_17,20
Skill_18,Skill_9,6
Skill_18,Skill_11,3
Skill_18,Skill_20,31
Skill_18,Skill_28,41
Skill_18,Skill_44,50
Skill_18,Skill_58,59
Skill_18,Skill_223,7
Skill_18,Skill_215,34
Skill_18,Skill_162,30
Skill_18,Skill_234,8
Skill_18,Skill_190,5
Skill_18,Skill_235,7
Skill_18,Skill_124,7
Skill_18,Skill_55,24
Skill_18,Skill_117,32
Skill_18,Skill_41,18
Skill_18,Skill_43,5
Skill_18,Skill_168,50
Skill_18,Skill_137,8
Skill_18,Skill_245,12
Skill_18,Skill_113,15
Skill_18,Skill_256,4
Skill_18,Skill_32,8
Skill_18,Skill_268,16
Skill_18,Skill_115,26
Skill_18,Skill_62,4
Skill_18,Skill_270,14
Skill_18,Skill_224,5
Skill_18,Skill_271,7
Skill_18,Skill_90,11
Skill_18,Skill_260,6
Skill_18,Skill_263,13
Skill_18,Skill_35,3
Skill_18,Skill_161,9
Skill_18,Skill_114,15
Skill_18,Skill_138,7
Skill_18,Skill_45,4
Skill_18,Skill_299,3
Skill_18,Skill_258,5
Skill_18,Skill_110,3
Skill_18,Skill_311,3
Skill_18,Skill_315,3
Skill_18,Skill_6,6
Skill_18,Skill_1302,3
Skill_18,Skill_213,5
Skill_18,Skill_151,3
Skill_18,Skill_494,3
Skill_18,Skill_1326,3
Skill_18,Skill_1396,3
Skill_18,Skill_978,3
Skill_18,Skill_2800,3
Skill_18,Skill_395,3
Skill_18,Skill_324,3
Skill_18,Skill_403,3
Skill_18,Skill_1089,3
Skill_18,Skill_189,7
Skill_18,Skill_400,4
Skill_18,Skill_681,8
Skill_18,Skill_280,3
Skill_18,Skill_532,5
Skill_18,Skill_506,3
Skill_18,Skill_510,3
Skill_18,Skill_34,4
Skill_18,Skill_56,3
Skill_18,Skill_4372,4
Skill_18,Skill_49,4
Skill_18,Skill_4408,4
Skill_18,Skill_8,3
Skill_18,Skill_255,11
Skill_18,Skill_4877,4
Skill_18,Skill_1490,3
Skill_18,Skill_27,3
Skill_19,Skill_7,3
Skill_19,Skill_20,4
Skill_19,Skill_10,4
Skill_19,Skill_21,23
Skill_19,Skill_13,7
Skill_19,Skill_9,6
Skill_19,Skill_51,118
Skill_19,Skill_133,4
Skill_19,Skill_134,90
Skill_19,Skill_135,12
Skill_19,Skill_136,72
Skill_19,Skill_102,6
Skill_19,Skill_8,5
Skill_19,Skill_25,10
Skill_19,Skill_56,3
Skill_19,Skill_198,52
Skill_19,Skill_218,6
Skill_19,Skill_34,207
Skill_19,Skill_219,7
Skill_19,Skill_272,57
Skill_19,Skill_274,89
Skill_19,Skill_49,162
Skill_19,Skill_94,136
Skill_19,Skill_95,20
Skill_19,Skill_466,76
Skill_19,Skill_187,29
Skill_19,Skill_470,7
Skill_19,Skill_189,25
Skill_19,Skill_62,60
Skill_19,Skill_270,27
Skill_19,Skill_32,25
Skill_19,Skill_472,19
Skill_19,Skill_263,143
Skill_19,Skill_190,108
Skill_19,Skill_477,3
Skill_19,Skill_478,7
Skill_19,Skill_479,4
Skill_19,Skill_524,4
Skill_19,Skill_525,16
Skill_19,Skill_334,9
Skill_19,Skill_340,19
Skill_19,Skill_65,108
Skill_19,Skill_111,115
Skill_19,Skill_500,25
Skill_19,Skill_549,3
Skill_19,Skill_560,6
Skill_19,Skill_85,55
Skill_19,Skill_311,11
Skill_19,Skill_567,3
Skill_19,Skill_534,5
Skill_19,Skill_226,39
Skill_19,Skill_107,4
Skill_19,Skill_504,37
Skill_19,Skill_277,51
Skill_19,Skill_544,4
Skill_19,Skill_589,5
Skill_19,Skill_471,10
Skill_19,Skill_315,19
Skill_19,Skill_450,12
Skill_19,Skill_592,4
Skill_19,Skill_468,5
Skill_19,Skill_531,4
Skill_19,Skill_577,6
Skill_19,Skill_611,4
Skill_19,Skill_612,3
Skill_19,Skill_155,48
Skill_19,Skill_47,49
Skill_19,Skill_35,62
Skill_19,Skill_217,107
Skill_19,Skill_112,17
Skill_19,Skill_90,32
Skill_19,Skill_378,26
Skill_19,Skill_624,10
Skill_19,Skill_545,26
Skill_19,Skill_495,10
Skill_19,Skill_497,18
Skill_19,Skill_469,5
Skill_19,Skill_63,28
Skill_19,Skill_635,23
Skill_19,Skill_261,41
Skill_19,Skill_4,38
Skill_19,Skill_244,15
Skill_19,Skill_172,91
Skill_19,Skill_221,25
Skill_19,Skill_280,75
Skill_19,Skill_365,15
Skill_19,Skill_423,20
Skill_19,Skill_565,6
Skill_19,Skill_650,9
Skill_19,Skill_543,6
Skill_19,Skill_651,4
Skill_19,Skill_45,35
Skill_19,Skill_670,5
Skill_19,Skill_671,4
Skill_19,Skill_679,4
Skill_19,Skill_532,9
Skill_19,Skill_422,5
Skill_19,Skill_66,10
Skill_19,Skill_685,5
Skill_19,Skill_582,32
Skill_19,Skill_744,3
Skill_19,Skill_745,12
Skill_19,Skill_636,36
Skill_19,Skill_426,8
Skill_19,Skill_427,5
Skill_19,Skill_748,3
Skill_19,Skill_364,48
Skill_19,Skill_449,20
Skill_19,Skill_752,3
Skill_19,Skill_119,23
Skill_19,Skill_753,7
Skill_19,Skill_734,6
Skill_19,Skill_506,10
Skill_19,Skill_724,5
Skill_19,Skill_529,63
Skill_19,Skill_22,20
Skill_19,Skill_742,38
Skill_19,Skill_716,16
Skill_19,Skill_561,7
Skill_19,Skill_193,78
Skill_19,Skill_774,11
Skill_19,Skill_68,27
Skill_19,Skill_777,4
Skill_19,Skill_794,6
Skill_19,Skill_6,108
Skill_19,Skill_800,3
Skill_19,Skill_717,6
Skill_19,Skill_163,6
Skill_19,Skill_813,3
Skill_19,Skill_548,18
Skill_19,Skill_797,7
Skill_19,Skill_658,91
Skill_19,Skill_725,6
Skill_19,Skill_839,7
Skill_19,Skill_787,9
Skill_19,Skill_64,48
Skill_19,Skill_435,10
Skill_19,Skill_849,3
Skill_19,Skill_850,9
Skill_19,Skill_851,38
Skill_19,Skill_110,11
Skill_19,Skill_585,10
Skill_19,Skill_588,9
Skill_19,Skill_750,43
Skill_19,Skill_48,53
Skill_19,Skill_344,22
Skill_19,Skill_929,11
Skill_19,Skill_930,8
Skill_19,Skill_931,3
Skill_19,Skill_941,19
Skill_19,Skill_743,52
Skill_19,Skill_331,30
Skill_19,Skill_220,59
Skill_19,Skill_46,78
Skill_19,Skill_211,50
Skill_19,Skill_928,10
Skill_19,Skill_1017,4
Skill_19,Skill_562,10
Skill_19,Skill_1031,11
Skill_19,Skill_523,7
Skill_19,Skill_356,30
Skill_19,Skill_236,15
Skill_19,Skill_1032,3
Skill_19,Skill_957,6
Skill_19,Skill_100,15
Skill_19,Skill_175,66
Skill_19,Skill_710,6
Skill_19,Skill_275,6
Skill_19,Skill_973,5
Skill_19,Skill_809,9
Skill_19,Skill_933,4
Skill_19,Skill_37,20
Skill_19,Skill_405,25
Skill_19,Skill_829,12
Skill_19,Skill_830,12
Skill_19,Skill_971,9
Skill_19,Skill_501,8
Skill_19,Skill_707,15
Skill_19,Skill_174,27
Skill_19,Skill_108,54
Skill_19,Skill_871,7
Skill_19,Skill_1086,3
Skill_19,Skill_1009,3
Skill_19,Skill_960,6
Skill_19,Skill_1052,7
Skill_19,Skill_1054,5
Skill_19,Skill_482,49
Skill_19,Skill_788,5
Skill_19,Skill_746,8
Skill_19,Skill_747,12
Skill_19,Skill_1105,3
Skill_19,Skill_451,6
Skill_19,Skill_975,57
Skill_19,Skill_749,6
Skill_19,Skill_816,3
Skill_19,Skill_224,18
Skill_19,Skill_225,18
Skill_19,Skill_251,6
Skill_19,Skill_522,22
Skill_19,Skill_854,17
Skill_19,Skill_1136,16
Skill_19,Skill_690,7
Skill_19,Skill_831,12
Skill_19,Skill_1180,16
Skill_19,Skill_1156,16
Skill_19,Skill_494,24
Skill_19,Skill_1155,7
Skill_19,Skill_429,5
Skill_19,Skill_1281,4
Skill_19,Skill_83,3
Skill_19,Skill_139,4
Skill_19,Skill_1491,3
Skill_19,Skill_1459,14
Skill_19,Skill_1504,6
Skill_19,Skill_205,48
Skill_19,Skill_1426,3
Skill_19,Skill_183,10
Skill_19,Skill_196,34
Skill_19,Skill_1175,7
Skill_19,Skill_1516,4
Skill_19,Skill_677,10
Skill_19,Skill_1522,3
Skill_19,Skill_1523,6
Skill_19,Skill_355,5
Skill_19,Skill_1524,4
Skill_19,Skill_434,24
Skill_19,Skill_1369,4
Skill_19,Skill_1518,4
Skill_19,Skill_1449,11
Skill_19,Skill_285,4
Skill_19,Skill_916,3
Skill_19,Skill_484,4
